Name,Date Published,Description,Rating,Rating Count,Content Rating,Keywords,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
My Best Friend's Wedding,,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",,,,[' '],1,0,1,1,0,0,0,0,0,"['When', 'a', 'woman', 's', 'long', 'time', 'friend', 'reveals', 'he', 's', 'engaged', 'she', 'realizes', 'she', 'loves', 'him', 'herself', 'and', 'sets', 'out', 'to', 'get', 'him', 'with', 'only', 'days', 'before', 'the', 'wedding', ' ']"
Sea of Love,1989-11-10,A detective investigating a series of murders becomes involved with a woman who may be the culprit.,6.8,41939.0,M/12,"['new york city', 'police investigation', 'fatal attraction', 'sex scene', 'title based on song']",0,1,1,0,0,0,0,0,1,"['A', 'detective', 'investigating', 'a', 'series', 'of', 'murders', 'becomes', 'involved', 'with', 'a', 'woman', 'who', 'may', 'be', 'the', 'culprit', 'new york city', 'police investigation', 'fatal attraction', 'sex scene', 'title based on song']"
Henry VIII and His Six Wives,1973-06-12,"On his deathbed, King Henry VIII looks back over his eventful life and his six marriages.",6.8,887.0,PG,"['anne boleyn', 'england', 'king henry viii', 'king', 'high treason']",0,0,1,0,0,1,0,0,0,"['On', 'his', 'deathbed', 'King', 'Henry', 'VIII', 'looks', 'back', 'over', 'his', 'eventful', 'life', 'and', 'his', 'six', 'marriages', 'anne boleyn', 'england', 'king henry viii', 'king', 'high treason']"
Jimmy Hollywood,1994-03-30,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the po...",5.3,3465.0,M/12,"['reference to konstantin stanislavski', 'car keys', 'vigilante', 'actor', 'reference to radio shack']",1,1,1,0,0,0,0,0,0,"['A', 'failing', 'actor', 'living', 'in', 'crime', 'infested', 'Los', 'Angeles', 'frustrated', 'with', 'his', 'career', 'decides', 'to', 'take', 'the', 'law', 'into', 'his', 'own', 'hands', 'and', 'becomes', 'the', 'leader', 'of', 'a', 'mock', 'vigilante', 'group', 'that', 'videotapes', 'criminals', 'and', 'turns', 'them', 'over', 'to', 'the', 'po', 'reference to konstantin stanislavski', 'car keys', 'vigilante', 'actor', 'reference to radio shack']"
Flashbacks of a Fool,2008-06-05,A fading Hollywood star looks back at the days of his youth as he returns home from his best friend's funeral.,6.8,12677.0,M/12,"['female nudity', 'flashback', 'adultery', 'male rear nudity', 'bare chested male']",0,0,1,0,0,0,0,0,0,"['A', 'fading', 'Hollywood', 'star', 'looks', 'back', 'at', 'the', 'days', 'of', 'his', 'youth', 'as', 'he', 'returns', 'home', 'from', 'his', 'best', 'friend', 's', 'funeral', 'female nudity', 'flashback', 'adultery', 'male rear nudity', 'bare chested male']"
The Rains Came,1940-04-01,"In India, a married British aristocrat is reunited with an old flame, but she truly has her sights set on a handsome surgeon.",6.9,2065.0,Approved,"['romantic rivalry', 'manipulative female', 'possessive female', 'femme fatale', 'india']",0,0,1,1,1,0,0,0,0,"['In', 'India', 'a', 'married', 'British', 'aristocrat', 'is', 'reunited', 'with', 'an', 'old', 'flame', 'but', 'she', 'truly', 'has', 'her', 'sights', 'set', 'on', 'a', 'handsome', 'surgeon', 'romantic rivalry', 'manipulative female', 'possessive female', 'femme fatale', 'india']"
The Last of the Mohicans,1992-12-11,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,7.7,175992.0,M/12,"['based on novel', 'french and indian war', 'american history', 'long rifle', 'woman in jeopardy']",0,0,1,0,1,0,0,0,0,"['Three', 'trappers', 'protect', 'the', 'daughters', 'of', 'a', 'British', 'Colonel', 'in', 'the', 'midst', 'of', 'the', 'French', 'and', 'Indian', 'War', 'based on novel', 'french and indian war', 'american history', 'long rifle', 'woman in jeopardy']"
The Girl with the Dragon Tattoo,2012-01-19,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,7.8,471830.0,M/16,"['hacker', 'investigation', 'journalist', 'punk', 'forced blow job']",0,1,1,0,0,0,0,0,1,"['Journalist', 'Mikael', 'Blomkvist', 'is', 'aided', 'in', 'his', 'search', 'for', 'a', 'woman', 'who', 'has', 'been', 'missing', 'for', 'years', 'by', 'young', 'computer', 'hacker', 'Lisbeth', 'Salander', 'hacker', 'investigation', 'journalist', 'punk', 'forced blow job']"
Turk 182,1986-08-29,"Jimmy Lynch is angry because his older brother, who was injured as a result of an off duty fire rescue, is denied benefits by the city.",5.9,3987.0,M/12,"['conspiracy', 'brother brother relationship', 'fire', 'vigilante', 'falling from height']",1,0,1,0,0,0,0,0,0,"['Jimmy', 'Lynch', 'is', 'angry', 'because', 'his', 'older', 'brother', 'who', 'was', 'injured', 'as', 'a', 'result', 'of', 'an', 'off', 'duty', 'fire', 'rescue', 'is', 'denied', 'benefits', 'by', 'the', 'city', 'conspiracy', 'brother brother relationship', 'fire', 'vigilante', 'falling from height']"
Offret,1987-10-09,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",7.9,29339.0,M/12,"['long take', 'arson', 'slow cinema', 'female nudity', 'female rear nudity']",0,0,1,0,0,0,0,0,0,"['At', 'the', 'dawn', 'of', 'World', 'War', 'III', 'a', 'man', 'searches', 'for', 'a', 'way', 'to', 'restore', 'peace', 'to', 'the', 'world', 'and', 'finds', 'he', 'must', 'give', 'something', 'in', 'return', 'long take', 'arson', 'slow cinema', 'female nudity', 'female rear nudity']"
Koi... Mil Gaya,2003-08-08,"A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.",7.1,25411.0,Not Rated,"['non comic book superhero', 'outer space', 'alien', 'spaceship', 'local blockbuster']",0,0,1,1,1,0,0,0,0,"['A', 'developmentally', 'disabled', 'young', 'man', 'tries', 'to', 'continue', 'the', 'work', 'his', 'father', 'did', 'in', 'communicating', 'with', 'extra', 'terrestrials', 'from', 'outer', 'space', 'which', 'leads', 'to', 'something', 'miraculous', 'and', 'wonderful', 'non comic book superhero', 'outer space', 'alien', 'spaceship', 'local blockbuster']"
The Minus Man,1999-10-08,"Aimless Vann Siegert takes a bizarre turn in life and becomes a serial killer, tracking down the miserable, the self-destructive and those who otherwise seem willing to die.",6.1,6834.0,R,"['fbi federal bureau of investigation', 'female police officer', 'police', 'police officer', 'murder']",0,1,1,0,0,0,0,0,1,"['Aimless', 'Vann', 'Siegert', 'takes', 'a', 'bizarre', 'turn', 'in', 'life', 'and', 'becomes', 'a', 'serial', 'killer', 'tracking', 'down', 'the', 'miserable', 'the', 'self', 'destructive', 'and', 'those', 'who', 'otherwise', 'seem', 'willing', 'to', 'die', 'fbi federal bureau of investigation', 'female police officer', 'police', 'police officer', 'murder']"
Chicago Joe and the Showgirl,1990-03-16,"During World War II, an American serviceman in London decides to impress his English girlfriend by acting as an American gangster, which soon turns deadly.",5.0,768.0,R,"['lovers on the lam', 'crime spree', 'london england', 'fantasy sequence', '1940s']",0,1,1,1,0,0,0,0,0,"['During', 'World', 'War', 'II', 'an', 'American', 'serviceman', 'in', 'London', 'decides', 'to', 'impress', 'his', 'English', 'girlfriend', 'by', 'acting', 'as', 'an', 'American', 'gangster', 'which', 'soon', 'turns', 'deadly', 'lovers on the lam', 'crime spree', 'london england', 'fantasy sequence', '1940s']"
Notes on a Scandal,,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her fifteen-year-old students. However, her intentions with this new ""friend"" also go well beyond a platonic friendship.",,,,[' '],0,1,1,1,0,0,0,0,0,"['A', 'veteran', 'high', 'school', 'teacher', 'befriends', 'a', 'younger', 'art', 'teacher', 'who', 'is', 'having', 'an', 'affair', 'with', 'one', 'of', 'her', 'fifteen', 'year', 'old', 'students', 'However', 'her', 'intentions', 'with', 'this', 'new', 'friend', 'also', 'go', 'well', 'beyond', 'a', 'platonic', 'friendship', ' ']"
Entrapment,,"John Stanton was a young man looking for adventure. The adventure he found involved the CIA, corrupt police and the fury of one man's revenge for the loss of his father.. Inspired by actual events.",,,,"['deception', 'murder', 'vengeance', 'entrapment', 'corruption']",0,0,1,0,0,0,0,0,1,"['John', 'Stanton', 'was', 'a', 'young', 'man', 'looking', 'for', 'adventure', 'The', 'adventure', 'he', 'found', 'involved', 'the', 'CIA', 'corrupt', 'police', 'and', 'the', 'fury', 'of', 'one', 'man', 's', 'revenge', 'for', 'the', 'loss', 'of', 'his', 'father', 'Inspired', 'by', 'actual', 'events', 'deception', 'murder', 'vengeance', 'entrapment', 'corruption']"
Padre nuestro,1985-10-03,"On the day he learns he has a year to live, a Spanish Cardinal who has lived in the Vatican for 30 years learns he has a granddaughter, born without a father to his own illegitimate daughter. Against the Pope's advice, he returns ...",6.2,142.0,,['female nudity'],0,0,1,0,0,0,0,0,0,"['On', 'the', 'day', 'he', 'learns', 'he', 'has', 'a', 'year', 'to', 'live', 'a', 'Spanish', 'Cardinal', 'who', 'has', 'lived', 'in', 'the', 'Vatican', 'for', 'years', 'learns', 'he', 'has', 'a', 'granddaughter', 'born', 'without', 'a', 'father', 'to', 'his', 'own', 'illegitimate', 'daughter', 'Against', 'the', 'Pope', 's', 'advice', 'he', 'returns', 'female nudity']"
French Cancan,1956-04-03,This comedy drama from Jean Renoir chronicles the revival of Paris' most notorious dance as it tells the story of a theater producer who turns a humble washerwoman into a star at the Moulin Rouge.,7.3,4256.0,M/12,"['dance', 'moulin rouge', 'opening night', 'paris france', 'barefoot woman']",1,0,1,0,0,0,0,0,0,"['This', 'comedy', 'drama', 'from', 'Jean', 'Renoir', 'chronicles', 'the', 'revival', 'of', 'Paris', 'most', 'notorious', 'dance', 'as', 'it', 'tells', 'the', 'story', 'of', 'a', 'theater', 'producer', 'who', 'turns', 'a', 'humble', 'washerwoman', 'into', 'a', 'star', 'at', 'the', 'Moulin', 'Rouge', 'dance', 'moulin rouge', 'opening night', 'paris france', 'barefoot woman']"
She's the One,2013-10-16,A morning-show host suddenly realizes what he really wants when his best friend turns out to be the subject of a romantic viral video that captures the attention of the whole nation.,6.3,224.0,,"['best friend', 'host', 'morning show', 'best friends in love', 'bar']",1,0,1,1,0,0,0,0,0,"['A', 'morning', 'show', 'host', 'suddenly', 'realizes', 'what', 'he', 'really', 'wants', 'when', 'his', 'best', 'friend', 'turns', 'out', 'to', 'be', 'the', 'subject', 'of', 'a', 'romantic', 'viral', 'video', 'that', 'captures', 'the', 'attention', 'of', 'the', 'whole', 'nation', 'best friend', 'host', 'morning show', 'best friends in love', 'bar']"
The Rainbow Jacket,1955-07-07,A champion jockey is banned from racing so spends his time helping a young lad to become the next champion.,6.4,170.0,Not Rated,['horse racing'],0,0,1,0,0,0,0,0,0,"['A', 'champion', 'jockey', 'is', 'banned', 'from', 'racing', 'so', 'spends', 'his', 'time', 'helping', 'a', 'young', 'lad', 'to', 'become', 'the', 'next', 'champion', 'horse racing']"
La grande bellezza,2014-02-20,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisi...",7.7,93429.0,M/16,"['female full frontal nudity', 'party', 'genitalia', 'friendship', 'wealth']",0,0,1,0,0,0,0,0,0,"['Jep', 'Gambardella', 'has', 'seduced', 'his', 'way', 'through', 'the', 'lavish', 'nightlife', 'of', 'Rome', 'for', 'decades', 'but', 'after', 'his', 'th', 'birthday', 'and', 'a', 'shock', 'from', 'the', 'past', 'Jep', 'looks', 'past', 'the', 'nightclubs', 'and', 'parties', 'to', 'find', 'a', 'timeless', 'landscape', 'of', 'absurd', 'exquisi', 'female full frontal nudity', 'party', 'genitalia', 'friendship', 'wealth']"
Dirty Pretty Things,2003-10-17,Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or free...,7.3,43191.0,M/16,"['african man', 'video arcade', 'asian man', 'immigrant as protagonist', 'virginal sex']",0,1,1,0,0,0,0,0,1,"['Irregular', 'migrants', 'Okwe', 'and', 'Senay', 'work', 'at', 'a', 'posh', 'London', 'hotel', 'and', 'live', 'in', 'constant', 'fear', 'of', 'deportation', 'One', 'night', 'Okwe', 'stumbles', 'across', 'evidence', 'of', 'a', 'bizarre', 'murder', 'setting', 'off', 'a', 'series', 'of', 'events', 'that', 'could', 'lead', 'to', 'disaster', 'or', 'free', 'african man', 'video arcade', 'asian man', 'immigrant as protagonist', 'virginal sex']"
Toby McTeague,1986-03-07,"Toby is a teenager who doesn't care much about school. In fact, he has his eyes on the title of a prestigious dog-sleigh race. He will have to undergo extensive training in order to win it.",5.9,190.0,PG,"['teenager', 'dog racing']",0,0,1,0,1,0,0,0,0,"['Toby', 'is', 'a', 'teenager', 'who', 'doesn', 't', 'care', 'much', 'about', 'school', 'In', 'fact', 'he', 'has', 'his', 'eyes', 'on', 'the', 'title', 'of', 'a', 'prestigious', 'dog', 'sleigh', 'race', 'He', 'will', 'have', 'to', 'undergo', 'extensive', 'training', 'in', 'order', 'to', 'win', 'it', 'teenager', 'dog racing']"
Anchor Baby,2010-12-10,Anchor Baby is a tale of an illegal immigrant couple from Nigeria on a quest to create a better life for their unborn child. Their dream is to have their baby in the United States in order for the baby to become a US citizen.,6.3,93.0,Not Rated,"['immigrant', 'nigeria', 'immigration', 'nollywood']",0,0,1,0,0,0,0,0,1,"['Anchor', 'Baby', 'is', 'a', 'tale', 'of', 'an', 'illegal', 'immigrant', 'couple', 'from', 'Nigeria', 'on', 'a', 'quest', 'to', 'create', 'a', 'better', 'life', 'for', 'their', 'unborn', 'child', 'Their', 'dream', 'is', 'to', 'have', 'their', 'baby', 'in', 'the', 'United', 'States', 'in', 'order', 'for', 'the', 'baby', 'to', 'become', 'a', 'US', 'citizen', 'immigrant', 'nigeria', 'immigration', 'nollywood']"
L'enfant,2006-04-27,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",7.4,19045.0,M/12,"['no music', 'pay phone', 'child in jeopardy', 'cigarette', 'hospital']",0,1,1,1,0,0,0,0,0,"['Bruno', 'and', 'Sonia', 'a', 'young', 'couple', 'living', 'off', 'her', 'benefit', 'and', 'the', 'thefts', 'committed', 'by', 'his', 'gang', 'have', 'a', 'new', 'source', 'of', 'money', 'their', 'newborn', 'son', 'no music', 'pay phone', 'child in jeopardy', 'cigarette', 'hospital']"
Goodbye,2022-10-07,A heartwarming story of the Bhalla family that depicts their journey of grief and self-discovery after they suffer the loss of their loved one.,6.8,8976.0,,['life'],1,0,1,0,0,0,1,0,0,"['A', 'heartwarming', 'story', 'of', 'the', 'Bhalla', 'family', 'that', 'depicts', 'their', 'journey', 'of', 'grief', 'and', 'self', 'discovery', 'after', 'they', 'suffer', 'the', 'loss', 'of', 'their', 'loved', 'one', 'life']"
Keys to Tulsa,1997-04-11,"Richter is a lazy son of a wealthy woman, who's put up with too much so no more money. He's about to lose his local newspaper job arranged by his mom. Richter owes money to a violent drug dealer/blackmailer but sees his wife. Deat...",5.2,1745.0,R,"['dysfunctional family', 'stripper', 'based on novel', 'neo noir', 'city name in title']",0,1,1,0,0,0,0,0,1,"['Richter', 'is', 'a', 'lazy', 'son', 'of', 'a', 'wealthy', 'woman', 'who', 's', 'put', 'up', 'with', 'too', 'much', 'so', 'no', 'more', 'money', 'He', 's', 'about', 'to', 'lose', 'his', 'local', 'newspaper', 'job', 'arranged', 'by', 'his', 'mom', 'Richter', 'owes', 'money', 'to', 'a', 'violent', 'drug', 'dealer', 'blackmailer', 'but', 'sees', 'his', 'wife', 'Deat', 'dysfunctional family', 'stripper', 'based on novel', 'neo noir', 'city name in title']"
Small Faces,1996-04-05,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power o...",6.9,1590.0,R,"['teen movie', 'gang', 'brother', 'violence', 'teenager']",0,0,1,0,0,0,0,0,0,"['Three', 'teenage', 'brothers', 'gang', 'member', 'Bobby', 'troubled', 'mama', 's', 'boy', 'Alan', 'and', 'self', 'assured', 'prankster', 'Lex', 'reside', 'in', 'a', 'downtrodden', 'section', 'of', 'Glasgow', 'Scotland', 'circa', 'But', 'while', 'Bobby', 'and', 'Alan', 'are', 'beginning', 'to', 'experience', 'the', 'power', 'o', 'teen movie', 'gang', 'brother', 'violence', 'teenager']"
Waves,,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",,,,[' '],0,0,1,1,0,0,0,0,0,"['Traces', 'the', 'journey', 'of', 'a', 'suburban', 'family', 'led', 'by', 'a', 'well', 'intentioned', 'but', 'domineering', 'father', 'as', 'they', 'navigate', 'love', 'forgiveness', 'and', 'coming', 'together', 'in', 'the', 'aftermath', 'of', 'a', 'loss', ' ']"
Sadma,1983-07-08,"A head injury causes a woman to regresses to childhood. Lost and confused, she is eventually befriended by a school teacher.",8.3,3332.0,,"['train station', 'brothel', 'dog', 'train', 'amnesia']",0,0,1,1,0,0,0,0,0,"['A', 'head', 'injury', 'causes', 'a', 'woman', 'to', 'regresses', 'to', 'childhood', 'Lost', 'and', 'confused', 'she', 'is', 'eventually', 'befriended', 'by', 'a', 'school', 'teacher', 'train station', 'brothel', 'dog', 'train', 'amnesia']"
The Greek Tycoon,1979-08-10,"A fictionalized account of the Greek shipping magnate, Onassis, and his meeting and subsequent marriage to the widow of assassinated U.S. president, Jacqueline Kennedy.",5.4,2124.0,R,"['tycoon', 'shipping tycoon', 'female nudity', 'female topless nudity', 'female full frontal nudity']",0,0,1,0,0,0,0,0,0,"['A', 'fictionalized', 'account', 'of', 'the', 'Greek', 'shipping', 'magnate', 'Onassis', 'and', 'his', 'meeting', 'and', 'subsequent', 'marriage', 'to', 'the', 'widow', 'of', 'assassinated', 'U', 'S', 'president', 'Jacqueline', 'Kennedy', 'tycoon', 'shipping tycoon', 'female nudity', 'female topless nudity', 'female full frontal nudity']"
The Human Tornado,1976-10-02,"Dolemite flees to California, where he helps Queen Bee and her Kung Fu prostitutes battle a local gangster.",6.0,1820.0,R,"['blaxploitation', 'mafia', 'torture', 'female nudity', 'male nudity']",1,0,1,0,1,0,0,0,0,"['Dolemite', 'flees', 'to', 'California', 'where', 'he', 'helps', 'Queen', 'Bee', 'and', 'her', 'Kung', 'Fu', 'prostitutes', 'battle', 'a', 'local', 'gangster', 'blaxploitation', 'mafia', 'torture', 'female nudity', 'male nudity']"
Little Cigars,1978-06-02,"A gangster's former mistress hooks up with a troupe of circus midgets who, as a sideline, rob banks and casinos.",5.3,255.0,PG,"['exploitation', 'gangster', 'robbery', 'on the run', 'money']",1,1,1,0,0,0,0,0,0,"['A', 'gangster', 's', 'former', 'mistress', 'hooks', 'up', 'with', 'a', 'troupe', 'of', 'circus', 'midgets', 'who', 'as', 'a', 'sideline', 'rob', 'banks', 'and', 'casinos', 'exploitation', 'gangster', 'robbery', 'on the run', 'money']"
Thunder Bay,1953-11-20,Shrimpers and oilmen clash after an ambitious wildcatter begins constructing an off-shore oil rig.,6.5,1998.0,Approved,"['wildcatter', 'oil rig', 'off shore oil drilling', 'searching for oil', 'wildcat oil rig']",0,0,1,0,1,0,0,0,0,"['Shrimpers', 'and', 'oilmen', 'clash', 'after', 'an', 'ambitious', 'wildcatter', 'begins', 'constructing', 'an', 'off', 'shore', 'oil', 'rig', 'wildcatter', 'oil rig', 'off shore oil drilling', 'searching for oil', 'wildcat oil rig']"
Eiffel,,"The government is asking Eiffel to design something spectacular for the 1889 Paris World Fair, but Eiffel simply wants to design the subway. Suddenly, everything changes when Eiffel crosses paths with a mysterious woman from Arun's past.",,,,[' '],0,0,1,0,0,1,0,0,0,"['The', 'government', 'is', 'asking', 'Eiffel', 'to', 'design', 'something', 'spectacular', 'for', 'the', 'Paris', 'World', 'Fair', 'but', 'Eiffel', 'simply', 'wants', 'to', 'design', 'the', 'subway', 'Suddenly', 'everything', 'changes', 'when', 'Eiffel', 'crosses', 'paths', 'with', 'a', 'mysterious', 'woman', 'from', 'Arun', 's', 'past', ' ']"
Sleepers,1996-12-13,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",7.5,229182.0,M/16,"['child molestation', 'sexual abuse', 'sexual predator', 'sadistic rape', 'gore']",0,1,1,0,0,0,0,0,1,"['After', 'a', 'prank', 'goes', 'disastrously', 'wrong', 'a', 'group', 'of', 'boys', 'are', 'sent', 'to', 'a', 'detention', 'center', 'where', 'they', 'are', 'brutalized', 'Thirteen', 'years', 'later', 'an', 'unexpected', 'random', 'encounter', 'with', 'a', 'former', 'guard', 'gives', 'them', 'a', 'chance', 'for', 'revenge', 'child molestation', 'sexual abuse', 'sexual predator', 'sadistic rape', 'gore']"
Color of a Brisk and Leaping Day,1997-05-02,"The Yosemite Valley Railroad, which runs through the breathtaking scenery and stunning vistas of the Merced River Canyon to its terminus at El Portal outside Yosemite National Park, is on the brink of failure. The grandson of a Ch...",6.1,175.0,Not Rated,"['victory in japan day', 'biblical quote', 'blowjob', 'tyrant', 'interracial marriage']",0,0,1,0,0,0,0,0,0,"['The', 'Yosemite', 'Valley', 'Railroad', 'which', 'runs', 'through', 'the', 'breathtaking', 'scenery', 'and', 'stunning', 'vistas', 'of', 'the', 'Merced', 'River', 'Canyon', 'to', 'its', 'terminus', 'at', 'El', 'Portal', 'outside', 'Yosemite', 'National', 'Park', 'is', 'on', 'the', 'brink', 'of', 'failure', 'The', 'grandson', 'of', 'a', 'Ch', 'victory in japan day', 'biblical quote', 'blowjob', 'tyrant', 'interracial marriage']"
The Shining,1980-11-20,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",8.4,1041173.0,M/16,"['haunted hotel', 'labyrinth', 'identical twins', 'hotel', 'typewriter']",0,0,1,0,0,0,0,0,1,"['A', 'family', 'heads', 'to', 'an', 'isolated', 'hotel', 'for', 'the', 'winter', 'where', 'a', 'sinister', 'presence', 'influences', 'the', 'father', 'into', 'violence', 'while', 'his', 'psychic', 'son', 'sees', 'horrific', 'forebodings', 'from', 'both', 'past', 'and', 'future', 'haunted hotel', 'labyrinth', 'identical twins', 'hotel', 'typewriter']"
Twilight,,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",,,,[' '],0,0,1,1,0,0,0,1,0,"['When', 'Bella', 'Swan', 'moves', 'to', 'a', 'small', 'town', 'in', 'the', 'Pacific', 'Northwest', 'she', 'falls', 'in', 'love', 'with', 'Edward', 'Cullen', 'a', 'mysterious', 'classmate', 'who', 'reveals', 'himself', 'to', 'be', 'a', 'year', 'old', 'vampire', ' ']"
Le beau mariage,1983-12-22,"Sabine vows to give up married lovers, and is determined to find a good husband. Her best friend Clarisse introduces her to her cousin Edmond, a busy lawyer from Paris. Sabine pursues Edmond, with the encouragement of Clarisse, bu...",7.0,3591.0,M/6,"['le mans', 'marriage', 'art history', 'paris france', 'husband hunting']",1,0,1,1,0,0,0,0,0,"['Sabine', 'vows', 'to', 'give', 'up', 'married', 'lovers', 'and', 'is', 'determined', 'to', 'find', 'a', 'good', 'husband', 'Her', 'best', 'friend', 'Clarisse', 'introduces', 'her', 'to', 'her', 'cousin', 'Edmond', 'a', 'busy', 'lawyer', 'from', 'Paris', 'Sabine', 'pursues', 'Edmond', 'with', 'the', 'encouragement', 'of', 'Clarisse', 'bu', 'le mans', 'marriage', 'art history', 'paris france', 'husband hunting']"
Sans soleil,1983-03-02,"A woman narrates the contemplative writings of a seasoned world traveler, focusing on contemporary Japan.",7.8,11461.0,Not Rated,"['animal', 'japan', 'travelogue', 'iceland', 'time']",0,0,1,0,0,1,0,0,0,"['A', 'woman', 'narrates', 'the', 'contemplative', 'writings', 'of', 'a', 'seasoned', 'world', 'traveler', 'focusing', 'on', 'contemporary', 'Japan', 'animal', 'japan', 'travelogue', 'iceland', 'time']"
Swathi Muthyam,1986-03-13,"The story is of mentally slow man, whose life is recapped to his grand-daughter. How he meets his wife (who was a widow), earns his living and fights the injustice he and his wife face.",8.5,894.0,Not Rated,"['widow', 'village', 'marriage', 'autism']",0,0,1,1,0,0,1,0,0,"['The', 'story', 'is', 'of', 'mentally', 'slow', 'man', 'whose', 'life', 'is', 'recapped', 'to', 'his', 'grand', 'daughter', 'How', 'he', 'meets', 'his', 'wife', 'who', 'was', 'a', 'widow', 'earns', 'his', 'living', 'and', 'fights', 'the', 'injustice', 'he', 'and', 'his', 'wife', 'face', 'widow', 'village', 'marriage', 'autism']"
The Madwoman of Chaillot,1969-10-31,"Nice, eccentric, idealistic and slightly mad Countess Aurelia, who believes that the good must prevail over evil, decides to stand up to corrupt powerful leaders of Paris by putting them on trial with 'unwashed masses' as the jury.",6.0,1107.0,G,"['class conflict', 'countess', 'paris france', 'corporate greed', 'past versus present']",1,0,1,0,0,0,0,0,0,"['Nice', 'eccentric', 'idealistic', 'and', 'slightly', 'mad', 'Countess', 'Aurelia', 'who', 'believes', 'that', 'the', 'good', 'must', 'prevail', 'over', 'evil', 'decides', 'to', 'stand', 'up', 'to', 'corrupt', 'powerful', 'leaders', 'of', 'Paris', 'by', 'putting', 'them', 'on', 'trial', 'with', 'unwashed', 'masses', 'as', 'the', 'jury', 'class conflict', 'countess', 'paris france', 'corporate greed', 'past versus present']"
In the Line of Fire,1993-10-22,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",7.2,107700.0,M/12,"['assassination of president', 'assassination attempt', 'assassination plot', 'hitman', 'security detail']",0,1,1,0,1,0,0,0,0,"['Secret', 'Service', 'agent', 'Frank', 'Horrigan', 'couldn', 't', 'save', 'Kennedy', 'but', 'he', 's', 'determined', 'not', 'to', 'let', 'a', 'clever', 'assassin', 'take', 'out', 'this', 'president', 'assassination of president', 'assassination attempt', 'assassination plot', 'hitman', 'security detail']"
Tegeran-43,1982-05-13,Alain Delon and Claude Jade stars in this Soviet movie: Documents reveal in 1980 that the Germans planned to kill the Big Three in Teheran in 1943.,6.7,1255.0,M/12,"['world war two', 'conference', 'terrorism', 'attempted assassination', 'reference to winston churchill']",0,1,1,0,1,0,0,0,0,"['Alain', 'Delon', 'and', 'Claude', 'Jade', 'stars', 'in', 'this', 'Soviet', 'movie', 'Documents', 'reveal', 'in', 'that', 'the', 'Germans', 'planned', 'to', 'kill', 'the', 'Big', 'Three', 'in', 'Teheran', 'in', 'world war two', 'conference', 'terrorism', 'attempted assassination', 'reference to winston churchill']"
Guilty by Suspicion,1991-06-14,"Returning to Hollywood 1951 after working in France, a movie director meets McCarthyism head-on.",6.6,8980.0,M/12,"['hollywood blacklist', '1950s', 'politician', 'politics', 'mccarthy hearings']",0,0,1,0,0,0,0,0,0,"['Returning', 'to', 'Hollywood', 'after', 'working', 'in', 'France', 'a', 'movie', 'director', 'meets', 'McCarthyism', 'head', 'on', 'hollywood blacklist', '1950s', 'politician', 'politics', 'mccarthy hearings']"
Before Sunrise,2016-01-22,Before Sunrise' tries to tell difficulties which all labourers have in the point of Erdal and Merdan's views.,6.8,92.0,,[' '],0,0,1,0,0,0,0,0,0,"['Before', 'Sunrise', 'tries', 'to', 'tell', 'difficulties', 'which', 'all', 'labourers', 'have', 'in', 'the', 'point', 'of', 'Erdal', 'and', 'Merdan', 's', 'views', ' ']"
