Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Sadma,0,0,1,1,0,0,0,0,0,"['head', 'injury', 'cause', 'woman', 'regress', 'childhood', 'lost', 'confused', 'eventually', 'befriended', 'school', 'teacher', 'train station', 'brothel', 'dog', 'train', 'amnesia']"
A Fire in the Cold Season,0,0,1,0,0,0,0,0,1,"['whisper', 'sprawling', 'forest', 'highway', 'town', 'reclusive', 'trapper', 'heartsick', 'mother', 'stalked', 'violent', 'outlaw', 'highway', 'newfoundland', 'rural', 'violence', 'hunter']"
Sans soleil,0,0,1,0,0,1,0,0,0,"['woman', 'narrates', 'contemplative', 'writing', 'seasoned', 'world', 'traveler', 'focusing', 'contemporary', 'japan', 'animal', 'japan', 'travelogue', 'iceland', 'time']"
Scarface,0,1,1,0,0,0,0,0,0,"['miami', 'determined', 'cuban', 'immigrant', 'take', 'drug', 'cartel', 'succumbs', 'greed', 'cocaine', 'gangster', 'murderer as protagonist', 'organized crime', 'criminal as protagonist']"
Star 80,0,0,1,0,0,1,0,0,0,"['successful', 'young', 'model', 'find', 'trouble', 'obsessive', 'manager', 'turned', 'husband', 'becomes', 'dangerously', 'jealous', 'centerfold', 'true crime', 'nude model', 'female nudity', 'murder']"
The Sting II,1,1,0,0,0,0,0,0,0,"['team', 'con', 'planning', 'new', 'scam', 'involving', 'betting', 'boxing', 'match', 'one', 'past', 'victim', 'aim', 'exact', 'revenge', 'eliminating', 'whole', 'group', 'sequel to best picture winner', 'scam', 'revenge', 'grifter', 'mob boss']"
Sleepaway Camp,0,0,0,0,0,0,0,0,1,"['angela', 'baker', 'shy', 'traumatized', 'young', 'girl', 'sent', 'summer', 'camp', 'cousin', 'shortly', 'arrival', 'anyone', 'sinister', 'le', 'honorable', 'intention', 'toward', 'get', 'comeuppance', 'surprise ending', 'summer camp', 'psycho killer', 'stabbing', 'sleep away camp']"
Stroker Ace,1,0,0,1,1,0,0,0,0,"['title', 'character', 'popular', 'nascar', 'driver', 'clash', 'fried', 'chicken', 'mogul', 'sponsor', 'racing', 'team', 'virgin', 'blown up skirt', 'bloopers during credits', 'breaking the fourth wall', 'car chase']"
Rue Cases Nègres,0,0,1,0,0,1,0,0,0,"['set', 'sugar', 'cane', 'alley', 'paint', 'rich', 'impasto', 'native', 'life', 'french', 'colonial', 'rule', 'filtered', 'coming', 'age', 'bright', 'sweetly', 'opportunistic', 'boy', 'french caribbean', 'french antilles', 'raised by grandmother', 'martinican', 'title directed by female']"
Glykia symmoria,0,1,1,0,0,0,0,0,1,"['holed', 'decrepit', 'athenian', 'mansion', 'quartet', 'handsome', 'pariah', 'wait', 'something', 'happen', 'life', 'state', 'tightens', 'noose', 'shotgun', 'final', 'say', 'sad', 'swan', 'song', 'sweet', 'b', 'female nudity', 'sex', 'nudity', 'greece', 'greek']"
The Survivors,1,1,1,0,0,0,0,0,0,"['lost', 'job', 'two', 'stranger', 'become', 'unlikely', 'friend', 'run', 'would', 'robber', 'actually', 'hitman', 'grudge', 'two', 'criminal', 'male nudity', 'lit cigarette', 'cigarette', 'scene during opening credits']"
Table for Five,0,0,1,1,0,0,0,0,0,"['j', 'p', 'tannen', 'take', 'three', 'child', 'vacation', 'cruise', 'usually', 'live', 'mother', 'stepfather', 'j', 'p', 'feel', 'capable', 'taking', 'emotional', 'tragedy', 'strike', 'causing', 'battle', 'parent', 'parent', 'paren', 'italy', 'ex husband ex wife relationship', 'boy', 'girl', 'dog']"
Guardians of the Galaxy Vol. 3,1,0,0,0,1,0,0,0,0,"['still', 'reeling', 'loss', 'gamora', 'peter', 'quill', 'rally', 'team', 'defend', 'universe', 'one', 'mission', 'could', 'mean', 'end', 'guardian', 'successful', 'superheroine', 'superhero', 'based on comic', 'third part', 'marvel comics']"
Caméra d'Afrique,0,0,0,0,0,1,0,0,0,"['look', 'year', 'african', 'cinema', 'featured', 'extract', 'le', 'bicots', 'negres', 'med', 'hondo', 'borom', 'serret', 'sembene', 'ousmane', 'la', 'noire', 'de', '[black', 'girl]', 'sembene', 'ousmane', 'soleil', '[sun', 'o]', 'med', 'hondo', ' ']"
Toki o kakeru shôjo,0,0,0,1,0,0,0,1,0,"['high', 'school', 'girl', 'acquires', 'ability', 'time', 'travel', 'time travel', 'time loop', 'high school girl', 'japanese high school girl', 'japanese']"
Tough Enough,0,0,1,1,1,0,0,0,0,"['c', 'w', 'singer', 'family', 'support', 'box', 'toughman', 'amateur', 'boxing', 'contest', 'hoping', 'win', 'maybe', 'go', 'national', 'sing', 'national', 'tv', 'boxing film', 'boxing movie', 'singer', 'boxing', 'rhyme in title']"
Twice Upon a Time,0,0,0,0,1,0,1,0,0,"['two', 'wannabe', 'hero', 'friend', 'must', 'stop', 'madman', 'giving', 'everyone', 'nightmare', 'cult film', 'character credited as self', 'steampunk fantasy', 'superhero action', 'superhero fantasy']"
Uncommon Valor,0,0,1,0,1,0,0,0,1,"['ten', 'year', 'son', 'went', 'vietnam', 'u', 'marine', 'retired', 'colonel', 'jason', 'rhodes', 'assembles', 'private', 'rescue', 'team', 'find', 'american', 'held', 'p', 'w', 'camp', 'lao', 'post traumatic stress disorder', 'vietnam', 'vietnam war', 'missing in action', 'prisoner of war camp']"
Utu,0,0,1,0,1,1,0,0,0,"['maori', 'warrior', 'working', 'british', 'find', 'village', 'massacred', 'vow', 'revenge', 'aboriginal western', '1860s', '1870s', 'revenge', 'homestead']"
Valley Girl,1,0,0,1,0,0,0,0,0,"['pair', 'young', 'lover', 'different', 'background', 'defy', 'parent', 'friend', 'stay', 'together', 'set', 'new', 'wave', 'soundtrack', 'musical', 'adaptation', 'film', 'valley girl', 'remake', 'teenager', 'male nudity', 'male rear nudity']"
Vigilante,0,1,0,0,1,0,0,0,1,"['wife', 'son', 'got', 'brutalized', 'street', 'gang', 'corrupt', 'criminal', 'justice', 'system', 'put', 'perpetrator', 'back', 'street', 'nyc', 'factory', 'worker', 'team', 'vigilante', 'group', 'find', 'measure', 'bloody', 'justice', 'vigilante group', 'vigilante', 'vigilante justice', 'new york', 'nudity']"
Wir sind Juden aus Breslau,0,0,0,0,0,1,0,0,0,"['young', 'looking', 'forward', 'future', 'great', 'expectation', 'felt', 'home', 'breslau', 'city', 'third', 'biggest', 'jewish', 'community', 'germany', 'time', 'hitler', 'came', 'power', 'the future', 'city']"
Treasure of the Amazon,0,0,1,0,1,0,0,0,0,"['three', 'group', 'adventurer', 'vying', 'find', 'treasure', 'jungle', 'clash', 'merciless', 'native', 'dangerous', 'wildlife', 'topless woman', 'jungle adventure', 'ex nazi', 'finger cut off', 'father daughter incest']"
The House on Sorority Row,0,0,0,0,0,0,0,0,1,"['seemingly', 'innocent', 'prank', 'go', 'horribly', 'wrong', 'group', 'sorority', 'sister', 'stalked', 'murdered', 'one', 'one', 'sorority', 'house', 'throwing', 'party', 'celebrate', 'graduation', 'female nudity', 'serial killer', 'sorority', 'interrupted sex', 'cult film']"
Grace Kelly: The American Princess,0,0,0,0,0,1,0,0,0,"['biography', 'american', 'actress', 'grace', 'kelly', 'early', 'day', 'aspiring', 'actress', 'death', 'princess', 'monaco', 'actress', 'monaco', 'riviera', 'princess', 'voice over narration']"
Curtains,1,0,0,0,0,0,0,0,1,"['star', 'new', 'broadway', 'bound', 'musical', 'murdered', 'stage', 'opening', 'night', 'entire', 'cast', 'crew', 'suspect', 'time', 'call', 'local', 'detective', 'frank', 'cioffi', ' ']"
The Final Terror,0,0,0,0,0,0,0,0,1,"['group', 'ranger', 'go', 'camping', 'unfamiliar', 'forest', 'ground', 'well', 'group', 'member', 'start', 'getting', 'killed', 'cunning', 'killer', 'wood', 'slasher', 'camping', 'wood', 'stalker', 'characters killed one by one']"
Deadly Eyes,0,0,0,0,0,0,0,0,1,"['jack', 'ripper', 'copycat', 'target', 'group', 'girl', 'working', 'sex', 'hot', 'line', 'phone sex', 'murder', 'independent film']"
Still Smokin,1,0,0,0,0,0,0,0,0,"['cheech', 'chong', 'fly', 'marijuana', 'capital', 'world', 'amsterdam', 'film', 'festival', 'take', 'dolly', 'parton', 'burt', 'reynold', 'place', 'limo', 'suite', 'press', 'conference', 'performance', 'throw', 'sketch', 'well', 'gay stereotype', 'gay slur', 'reference to dolly parton', 'reference to burt reynolds', 'maid']"
The Mack,0,1,1,0,0,0,0,0,0,"['goldie', 'return', 'five', 'year', 'state', 'pen', 'wind', 'king', 'pimping', 'game', 'trouble', 'come', 'form', 'two', 'corrupt', 'white', 'cop', 'crime', 'lord', 'want', 'return', 'small', 'time', 'blaxploitation film', 'grindhouse film', 'hood', 'dynamite', 'torture']"
Fire and Ice,0,0,0,0,1,0,1,1,0,"['end', 'ice', 'age', 'evil', 'queen', 'son', 'set', 'conquering', 'world', 'using', 'magic', 'warrior', 'lone', 'survivor', 'crushed', 'village', 'fight', 'back', 'king', 'fire', 'keep', 'rotoscoping', 'sword and sorcery', 'telekinesis', 'adult animation', 'dark fantasy']"
Revenge of the Ninja,0,1,1,0,1,0,0,0,0,"['ninja', 'killed', 'family', 'cho', 'son', 'kane', 'come', 'america', 'start', 'new', 'life', 'open', 'doll', 'shop', 'unwittingly', 'importing', 'heroin', 'doll', 'friend', 'betrays', 'cho', 'must', 'prepare', 'ultimate', 'battle', 'ninja', 'ninjitsu', 'blowpipe', 'arrow in the chest', 'asian american']"
Movie Madness,1,0,0,0,0,0,0,0,0,"['parody', 'film', 'genre', 'composed', 'three', 'short', 'spoofing', 'personal', 'growth', 'film', 'glossy', 'soap', 'opera', 'police', 'story', 'sketch comedy movie', 'sketch comedy', 'parody comedy', 'anthology', 'serial killer']"
The Wicked Lady,0,0,1,0,1,0,0,0,0,"['caroline', 'wed', 'sir', 'ralph', 'invite', 'sister', 'barbara', 'bridesmaid', 'barbara', 'seduces', 'ralph', 'however', 'becomes', 'new', 'lady', 'despite', 'new', 'wealthy', 'situation', 'get', 'bored', 'turn', 'highway', 'robbe', 'whipping', 'nudity', 'elaborate brooch', 'boys spying on sex scene', 'wedding night']"
Moonraker,0,0,1,0,1,0,0,0,0,"['sir', 'hugo', 'drax', 'built', 'atomic', 'rocket', 'moonraker', 'double', 'murder', 'james', 'bond', 'go', 'undercover', 'moonraker', 'secret', 'base', 'agent', 'gala', 'brand', 'discover', 'possible', 'treachery', 'prevent', 'catastrophe', 'spy', 'year 2018', '2010s', 'cold war', 'physicist']"
A Place in the Sun,0,0,1,1,0,0,0,0,0,"['poor', 'boy', 'get', 'job', 'working', 'rich', 'uncle', 'end', 'falling', 'love', 'two', 'woman', 'high society', 'social climber', 'murder of a pregnant woman', 'pregnancy', 'murder trial']"
The Last Ride: A Philadelphia Story,0,0,1,0,0,1,0,0,0,"['last', 'ride', 'take', 'deep', 'inside', 'philadelphia', 'underground', 'dirt', 'bike', 'community', 'five', 'inner', 'city', 'adolescent', 'attempt', 'use', 'talent', 'illegal', 'street', 'stunt', 'riding', 'fulfill', 'dream', 'becoming', 'motocross', 'racer', ' ']"
Play It Cool,0,1,1,0,1,0,0,0,0,"['reggiemolo', 'cross', 'country', 'trip', 'meet', 'biological', 'mother', 'first', 'time', 'mistaken', 'wanted', 'criminal', ' ']"
The Girl from Woolworth's,1,0,0,1,0,0,0,0,0,"['daisy', 'clerk', 'woolworth', 'love', 'sing', 'meet', 'bill', 'guard', 'subway', 'party', 'attracted', 'tell', 'different', 'job', 'actually', 'bill', 'later', 'fi', 'year 1929', 'broadway manhattan new york city', 'lost film']"
My Gun Is Quick,0,1,1,0,0,0,0,0,1,"['detective', 'mike', 'hammer', 'becomes', 'curious', 'woman', 'befriended', 'murdered', 'stripper', 'shoulder holster', 'holster', 'fingerman', 'psychotronic film']"
The Mask of Dimitrios,0,1,1,0,0,0,0,0,0,"['mystery', 'writer', 'cornelius', 'leyden', 'becomes', 'intrigued', 'murdered', 'body', 'vicious', 'career', 'criminal', 'wash', 'bosphorus', 'espionage', 'psychotronic film', 'belgrade yugoslavia', 'criminal', 'writer']"
Plein soleil,0,1,1,0,0,0,0,0,1,"['tom', 'ripley', 'talented', 'mimic', 'moocher', 'forger', 'around', 'criminal', 'improviser', 'tom', 'ripley', 'even', 'guess', 'anti hero', 'vacation', 'money', 'corpse', 'sailboat']"
Ascenseur pour l'échafaud,0,1,1,0,0,0,0,0,1,"['self', 'assured', 'businessman', 'murder', 'employer', 'husband', 'mistress', 'unintentionally', 'provokes', 'ill', 'fated', 'chain', 'event', 'stuck in lift', 'internal monologue', 'plan gone wrong', 'motel', 'elevator']"
The Glass Bottom Boat,1,0,0,1,0,0,0,0,0,"['series', 'misunderstanding', 'head', 'aerospace', 'research', 'laboratory', 'begin', 'suspect', 'new', 'girlfriend', 'russian', 'spy', 'man in drag', 'spy spoof', 'espionage', 'spy comedy', 'telephone call']"
Titanic,0,0,1,1,0,0,0,0,0,"['seventeen', 'year', 'old', 'aristocrat', 'fall', 'love', 'kind', 'poor', 'artist', 'aboard', 'luxurious', 'ill', 'fated', 'r', 'titanic', 'iceberg', 'drowning', 'titanic', 'sea captain', 'nude modeling']"
Jungle Man-Eaters,0,0,0,0,1,0,1,0,0,"['jungle', 'jim', 'battle', 'would', 'diamond', 'smuggler', 'renegade', 'tribe', 'based on comic strip', 'psychotronic film', 'scene during opening credits', 'diamond smuggler', 'diamond']"
Lifeboat,0,0,1,0,0,0,0,0,1,"['woman', 'romantic', 'sailing', 'holiday', 'boyfriend', 'rescue', 'refugee', 'woman', 'make', 'confront', 'past', 'one word title', 'triple f rated', 'refugee', 'greece', 'eastern europe']"
Night and Day,0,0,1,0,0,1,0,0,0,"['fictionalized', 'biopic', 'composer', 'cole', 'porter', 'day', 'yale', 'height', 'success', '1910s', 'year 1914', 'maternal grandfather', '1930s', 'grandfather grandson relationship']"
Brigadoon,0,0,0,1,0,0,0,1,0,"['two', 'american', 'hunting', 'trip', 'scotland', 'become', 'lost', 'encounter', 'small', 'village', 'map', 'called', 'brigadoon', 'people', 'harbor', 'mysterious', 'secret', 'behave', 'still', 'living', 'two', 'hundred', 'year', 'th', 'town with a secret', 'scotland', 'village suspended in time', 'stone foot bridge', 'grouse hunting']"
A Girl in a Million,1,0,0,0,0,0,0,0,0,"['young', 'scientist', 'freed', 'divorce', 'nagging', 'wife', 'isolates', 'woman', 'peace', 'broken', 'lovely', 'young', 'girl', 'forced', 'give', 'shelter', 'marries', 'find', 'dumb', 'wife', 'dumb', 'girl']"
Bonnie and Clyde,0,1,0,0,1,1,0,0,0,"['bored', 'waitress', 'bonnie', 'parker', 'fall', 'love', 'ex', 'con', 'named', 'clyde', 'barrow', 'together', 'start', 'violent', 'crime', 'spree', 'country', 'stealing', 'car', 'robbing', 'bank', 'bank robber', '1930s', 'gang', 'love', 'crime spree']"
Bells Are Ringing,1,0,0,1,0,0,0,0,0,"['brooklyn', 'answering', 'service', 'operator', 'becomes', 'involved', 'life', 'client', 'including', 'struggling', 'playwright', 'begin', 'fall', 'love', 'answering service', 'playwright', 'manhattan new york city', 'based on stage musical', 'missing a telephone call']"
The Guardsman,1,0,1,0,0,0,0,0,0,"['jealous', 'stage', 'actor', 'disguise', 'russian', 'guardsman', 'order', 'test', 'actress', 'wife', 'loyalty', 'actor recreates his stage role', 'actress recreates her stage role', 'actor', 'russian', 'actress']"
Chitty Chitty Bang Bang,0,0,0,0,1,0,1,1,0,"['luck', 'inventor', 'turn', 'broken', 'grand', 'prix', 'car', 'fancy', 'vehicle', 'child', 'go', 'magical', 'fantasy', 'adventure', 'save', 'grandfather', 'far', 'land', 'flying car', 'based on novel', 'old age makeup', 'good versus evil', 'negotiation']"
Louisiana Hayride,1,0,0,0,1,0,0,0,0,"['two', 'con', 'men', 'dupe', 'country', 'bumpkin', 'giving', 'money', 'pretense', 'make', 'movie', 'star', 'family', 'eventually', 'track', 'hollywood', 'still', 'unaware', 'taken', 'crooked', 'pair', 'hayride', 'hay wagon', 'pigtail', 'train conductor', 'slang']"
King Creole,0,1,1,0,0,0,0,0,0,"['troubled', 'youth', 'singing', 'set', 'new', 'orleans', 'rockin', 'sweet', 'girl', 'love', 'nightclubbers', 'cheering', 'seems', 'shake', 'past', 'head', 'top', 'mobster', 'man', 'trap', 'moll', 'snare', 'life', 'criminal', 'music band', 'singing', 'new orleans louisiana', 'street gang']"
This Man's Navy,0,0,1,0,1,0,0,0,0,"['ned', 'trumpet', 'chief', 'pilot', 'navy', 'blimp', 'given', 'weaving', 'account', 'fighting', 'prowess', 'non', 'existent', 'son', 'friendship', 'widow', 'maude', 'weaver', 'son', 'jess', 'effect', 'set', 'real', 'family', 'u.s. military', 'blimp', 'naval uniform', 'u.s. navy', 'airship']"
The Adventures of Huckleberry Finn,1,0,1,0,1,0,0,0,0,"['mark', 'twain', 'story', 'two', 'runaway', 'friend', 'fostered', 'white', 'boy', 'escaped', 'black', 'slave', 'sailed', 'raft', 'mississippi', 'river', 'search', 'freedom', 'adventure', 'bare foot', 'lesson', 'character name as title', 'huckleberry finn character', 'five word title']"
The Showdown,0,0,0,0,1,0,0,0,0,"['shadrach', 'jones', 'convinced', 'brother', 'robbed', 'killed', 'circle', 'k', 'ranch', 'cowhand', 'therefore', 'join', 'outfit', 'order', 'find', 'murderer', 'b western', 'death of brother', 'handicapped']"
The Professionals,0,0,1,0,1,0,0,0,0,"['arrogant', 'texas', 'millionaire', 'hire', 'four', 'adventurer', 'rescue', 'kidnapped', 'wife', 'notorious', 'mexican', 'bandit', 'ammunition belt', 'mexico', 'mexican revolution', 'cartridge belt', 'barefoot woman']"
La muerte viviente,0,0,0,0,0,0,0,0,1,"['evil', 'scientist', 'run', 'veritable', 'army', 'lsd', 'crazed', 'zombie', 'psychotronic film', 'island', 'cult', 'voodoo', 'snake']"
The Last of Sheila,0,1,1,0,0,0,0,0,1,"['year', 'sheila', 'killed', 'hit', 'run', 'driver', 'wealthy', 'husband', 'invite', 'group', 'friend', 'spend', 'week', 'yacht', 'playing', 'scavenger', 'hunt', 'mystery', 'game', 'game', 'turn', 'real', 'deadly', 'reference to olivia de havilland', 'man dresses as a woman', 'man wears makeup', 'woman in a bathtub', 'woman sunbathes']"
Blonde Trouble,1,0,0,1,0,0,0,0,0,"['fred', 'stevens', 'way', 'new', 'york', 'city', 'hope', 'succeeding', 'songwriter', 'meet', 'fall', 'love', 'edna', 'baker', 'employee', 'dentist', 'office', 'new', 'york', 'fred', 'meet', 'paul', 'sears', 'broken', 'songwriter', 'wife', '1930s', 'dentist receptionist', 'head janitor', 'racial stereotype', 'song']"
Midway,0,0,1,0,1,1,0,0,0,"['story', 'battle', 'midway', 'told', 'leader', 'sailor', 'fought', 'battle of midway', 'pacific ocean', 'u.s. navy', 'world war two', 'fighter plane']"
The Assassination Bureau,1,0,0,0,1,0,0,0,0,"['woman', 'cause', 'group', 'assassin', 'face', 'greatest', 'challenge', 'period drama', 'assassin', 'assassination', 'hitman', 'double cross']"
The Dirty Dozen,0,0,0,0,1,0,0,0,0,"['world', 'war', 'ii', 'rebellious', 'u', 'army', 'major', 'assigned', 'dozen', 'convicted', 'murderer', 'train', 'lead', 'mass', 'assassination', 'mission', 'german', 'officer', 'redemption', 'criminal', 'commando unit', 'commando', 'world war two']"
Requiem for a Gunfighter,0,0,0,0,1,0,0,0,0,"['gunfighter', 'go', 'town', 'bandit', 'arizona territory', 'arizona', 'two gun holster', 'gun holster', 'gun']"
All in Good Taste,1,0,0,0,0,0,0,0,0,"['filmmaker', 'upset', 'find', 'wholesome', 'script', 'orphan', 'dog', 'warped', 'film', 'stripper', 'male full frontal nudity', 'male pubic hair', 'pubic hair', 'male frontal nudity', 'nudity']"
Guaguasi,1,0,1,0,1,0,0,0,0,"['story', 'simple', 'man', 'mountain', 'guaguasi', 'fall', 'love', 'beautiful', 'chorus', 'girl', 'marina', 'cuban', 'revolution', 'guaguasi', 'join', 'rebel', 'arrives', 'havana', 'end', 'batista', 'dictatorship', 'independent film']"
Skullduggery,1,0,0,0,0,0,0,0,1,"['classic', 'game', 'dungeon', 'dragon', 'centerpiece', 'mystery', 'adam', 'man', 'happens', 'come', 'long', 'line', 'men', 'cursed', 'succumbs', 'curse', 'go', 'killing', 'spree', 'supernatural power', 'psychotronic film', 'warlock', 'curse', 'occult']"
Die unendliche Geschichte,0,0,1,0,1,0,1,0,0,"['troubled', 'boy', 'dive', 'wondrous', 'fantasy', 'world', 'page', 'mysterious', 'book', 'book', 'story within the story', 'dragon', 'child protagonist', 'reading']"
Police Academy,1,0,0,0,0,0,0,0,0,"['group', 'good', 'hearted', 'incompetent', 'misfit', 'enter', 'police', 'academy', 'instructor', 'going', 'put', 'prank', 'police academy', 'police cadet', 'police uniform', 'police', 'misfit']"
Star Trek III: The Search for Spock,0,0,0,0,1,0,0,1,0,"['admiral', 'kirk', 'bridge', 'crew', 'risk', 'career', 'stealing', 'decommissioned', 'u', 'enterprise', 'return', 'restricted', 'genesis', 'planet', 'recover', 'spock', 'body', 'planet', 'sacrifice', ""regaining one's memory"", 'dying planet', 'stabbed to death']"
Splash,1,0,0,1,0,0,0,1,0,"['young', 'man', 'reunited', 'mermaid', 'saved', 'drowning', 'boy', 'fall', 'love', 'knowing', 'love', 'mermaid', 'new york city', 'public nudity', 'underwater scene']"
Tohfa,0,0,1,1,0,0,0,0,0,"['two', 'sister', 'fall', 'man', 'one', 'sacrifice', 'love', 'carrying', 'secret', 'death', 'sister sister relationship', 'love triangle', 'illegitimate son', 'single mother']"
Dune: Part One,0,0,1,0,1,0,0,0,0,"['noble', 'family', 'becomes', 'embroiled', 'war', 'control', 'galaxy', 'valuable', 'asset', 'heir', 'becomes', 'troubled', 'vision', 'dark', 'future', 'mother son relationship', 'mind control', 'future', 'empire', 'sandworm']"
Once Upon a Time in America,0,1,1,0,0,0,0,0,0,"['former', 'prohibition', 'era', 'jewish', 'gangster', 'return', 'lower', 'east', 'side', 'manhattan', 'year', 'later', 'must', 'confront', 'ghost', 'regret', 'old', 'life', 'gangster', 'prohibition', '1920s', 'rape', 'flashback']"
La diagonale du fou,0,0,1,0,0,0,0,0,1,"['cold', 'war', 'world', 'chess', 'championship', 'clashed', 'complete', 'opposite', 'personal', 'political', 'chess', 'jew', 'escape', 'communism', 'communist']"
Blame It on Rio,1,0,0,1,0,0,0,0,0,"['best', 'friend', 'daughter', 'vacation', 'rio', 'de', 'janeiro', 'one', 'fall', 'daughter', 'bouncing breasts', 'sex with an older man', 'teenage girl', 'infidelity', 'outdoor sex']"
Lassiter,0,1,1,0,1,0,0,0,0,"['handsome', 'jewel', 'thief', 'arrested', 'order', 'avoid', 'prison', 'must', 'break', 'heavily', 'guarded', 'german', 'embassy', 'steal', 'million', 'gem', 'robbery', 'jewel thief', 'nazi', 'arrest', 'train']"
Repo Men,0,0,0,0,1,0,0,1,1,"['set', 'near', 'future', 'artificial', 'organ', 'bought', 'credit', 'revolves', 'around', 'man', 'struggle', 'make', 'payment', 'heart', 'purchased', 'must', 'therefore', 'go', 'run', 'said', 'ticker', 'repossessed', 'artificial organ', 'dystopia', 'evil corporation', 'on the run', 'techno thriller']"
This Is Spinal Tap,1,0,0,0,0,0,0,0,0,"['spinal', 'tap', 'one', 'england', 'loudest', 'band', 'chronicled', 'film', 'director', 'marty', 'dibergi', 'prof', 'fateful', 'tour', 'mockumentary', 'parody', 'heavy metal', 'fake documentary', 'rockumentary']"
Children of the Corn,0,0,0,0,0,0,0,0,1,"['film', 'describes', 'event', 'leading', 'including', 'massacre', 'adult', 'small', 'town', 'nebraska', 'child', 'adult', 'irresponsibility', 'ruin', 'crop', 'child', 'future', 'cult', 'based on short story', 'prequel', 'supernatural horror', 'slasher horror']"
Slapstick (Of Another Kind),1,0,0,0,0,0,0,1,0,"['rich', 'beautiful', 'couple', 'give', 'birth', 'deformed', 'alien', 'twin', 'head', 'together', 'smartest', 'kid', 'planet', 'slapstick comedy', 'b sci fi', 'satire comedy', 'twin', 'alien']"
"Greystoke: The Legend of Tarzan, Lord of the Apes",0,0,1,0,1,0,0,0,0,"['missing', 'heir', 'respected', 'scottish', 'family', 'raised', 'african', 'jungle', 'animal', 'finally', 'return', 'estate', 'realize', 'difference', 'two', 'world', 'really', 'significant', 'tarzan', 'jungle', 'year 1885', 'shipwreck', 'africa']"
Pete's Dragon,1,0,0,0,1,0,0,0,0,"['adventure', 'orphaned', 'boy', 'named', 'pete', 'best', 'friend', 'elliott', 'happens', 'dragon', 'orphan', 'dragon', 'boy', 'boy girl friendship', 'invisibility']"
Purple Hearts,0,0,1,1,0,0,0,0,0,"['spite', 'many', 'difference', 'cassie', 'struggling', 'singer', 'songwriter', 'luke', 'troubled', 'marine', 'agree', 'marry', 'solely', 'military', 'benefit', 'tragedy', 'strike', 'line', 'real', 'pretend', 'begin', 'blur', 'love', 'singer', 'heart', 'two word title', 'color in title']"
Kidco,1,0,0,0,0,0,0,0,0,"['kid', 'start', 'fertilizer', 'company', 'see', 'almost', 'destroyed', 'pesky', 'adult', 'inspirational', 'story', 'enterprising', 'child', '1980s', 'horse ranch', 'manure', 'horse manure', 'fertilizer']"
Pursuit of Honor: The Rise of George Washington,0,0,0,0,0,1,0,0,0,"['near', 'death', 'experience', 'war', 'personal', 'triumph', 'tragedy', 'love', 'george', 'washington', 'becomes', 'america', 'greatest', 'hero', 'revolution', 'presidency', 'character name in title']"
Iceman,0,0,1,0,0,0,0,1,0,"['prehistoric', 'neanderthal', 'man', 'found', 'frozen', 'ice', 'revived', 'arctic', 'exploration', 'team', 'attempt', 'use', 'scientific', 'mean', 'neanderthal', 'arctic', 'hibernation', 'one word title', 'helicopter']"
Love Letters,0,0,1,1,0,0,0,0,0,"['story', 'love', 'obsession', 'young', 'radio', 'personality', 'mother', 'dy', 'discovers', 'love', 'affair', 'year', 'find', 'recreating', 'mother', 'romance', 'getting', 'involved', 'marrie', 'sex with a married man', 'f rated', 'independent film', 'woman in a bathtub', 'sex scene']"
The Natural History of Destruction,0,0,0,0,0,1,0,0,0,"['based', 'book', 'german', 'writer', 'w', 'g', 'sebald', 'examines', 'perception', 'processing', 'phenomenon', 'mass', 'destruction', 'german', 'civilian', 'population', 'european', 'post', 'war', 'literature', 'literature']"
Star Trek V: The Final Frontier,0,0,0,0,1,0,0,1,0,"['captain', 'kirk', 'crew', 'must', 'deal', 'mr', 'spock', 'long', 'lost', 'half', 'brother', 'hijack', 'enterprise', 'obsessive', 'search', 'god', 'center', 'galaxy', 'human vulcan baby', 'male alien', 'pavel chekov character', 'spock character', 'sarek character']"
Making the Grade,0,0,0,0,0,1,0,0,0,"['making', 'grade', 'invite', 'u', 'world', 'piano', 'lesson', 'every', 'year', 'teacher', 'student', 'throughout', 'ireland', 'prepare', 'graded', 'musical', 'exam', 'exam', 'pleasing', 'daunting', 'others', 'student', 'piano', 'exam', 'piano teacher', 'student teacher relationship', 'ireland']"
Firestarter,0,0,0,0,0,1,0,0,0,"['story', 'bangarra', 'dance', 'theatre', 'eye', 'long', 'standing', 'charismatic', 'artistic', 'director', 'stephen', 'page', 'tale', 'pride', 'heartbreak', 'adversity', 'empowerment', 'strength', 'indigenous', 'dance', ' ']"
Bachelor Party 2: The Last Temptation,1,0,0,0,0,0,0,0,0,"['ron', 'want', 'marry', 'melinda', 'must', 'first', 'survive', 'bachelor', 'party', 'used', 'melinda', 'brother', 'law', 'kill', 'wedding', 'wedding', 'bachelor party', 'adultery', 'catfight', 'stripper']"
Cannonball Run II,1,0,0,0,1,0,0,0,0,"['original', 'character', 'cannonball', 'run', 'race', 'across', 'country', 'various', 'car', 'truck', 'road trip comedy', 'car action', 'road', 'motor vehicle', 'tarmac']"
