Name,Date Published,Description,Rating,Rating Count,Content Rating,Keywords,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
The Italian Jobs,,"The Italian Jobs: Paramount Pictures e l'Italia also tells the story of two men, two Italian-American executives, Pilade Levi and Luigi Luraschi, who came to Italy at the end of the Second World War to recreate the Italian film in...",7.9,11.0,,[' '],0,0,0,0,0,1,0,0,0,"['italian', 'job', 'paramount', 'picture', 'e', 'litalia', 'tell', 'story', 'men', 'italian', 'american', 'executives', 'pilade', 'levi', 'luigi', 'luraschi', 'come', 'italy', 'end', 'second', 'world', 'war', 'recreate', 'italian', 'film']"
La frusta e il corpo,1963-08-29,"The ghost of a sadistic nobleman attempts to rekindle his romance with his terrorized, masochistic former lover, who is unwillingly betrothed to his brother.",6.7,4295.0,Not Rated,"['s&m', 'italian gothic', 'giallo', 'french giallo', 'psychotronic film']",0,0,0,1,0,0,0,0,1,"['ghost', 'sadistic', 'nobleman', 'attempt', 'rekindle', 'romance', 'terrorize', 'masochistic', 'former', 'lover', 'unwillingly', 'betroth', 'brother']"
War of the Worlds,2005-07-07,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,6.5,457534.0,M/12,"['alien', 'mass death', 'survival', 'underground', 'brutality']",0,0,0,0,1,0,0,1,0,"['alien', 'invasion', 'threaten', 'future', 'humanity', 'catastrophic', 'nightmare', 'depict', 'eye', 'american', 'family', 'fight', 'survival']"
The Exotic Time Machine,1998-05-19,"A time machine transports two curious pleasure seekers to the deepest reaches of the erotic past, where they enjoy historical adventures beyond imagination.",3.7,353.0,Unrated,"['time travel', 'softcore', 'male nudity', 'male frontal nudity', 'female full frontal nudity']",0,0,0,0,0,0,0,1,0,"['time', 'machine', 'transport', 'curious', 'pleasure', 'seekers', 'deepest', 'reach', 'erotic', 'past', 'enjoy', 'historical', 'adventure', 'beyond', 'imagination']"
Blithe Spirit,2022-02-03,"A spiritualist medium holds a seance for a writer suffering from writer's block but accidentally summons the spirit of his deceased first wife, which leads to an increasingly complex love triangle with his current wife of five years.",5.4,7732.0,PG-13,"['remake', 'wife comes back as a spirit', 'writer', 'revenge', 'screwball comedy']",1,0,0,1,0,0,0,1,0,"['spiritualist', 'medium', 'hold', 'seance', 'writer', 'suffer', 'writers', 'block', 'accidentally', 'summon', 'spirit', 'decease', 'first', 'wife', 'lead', 'increasingly', 'complex', 'love', 'triangle', 'current', 'wife', 'years']"
Ladies They Talk About,1933-02-04,"Attractive Nan, member of a bank-robbery gang, goes to prison thanks to evangelist Dave Slade...who loves her.",6.6,1721.0,Approved,[' '],0,0,1,0,0,0,0,0,0,"['attractive', 'nan', 'member', 'bank', 'robbery', 'gang', 'go', 'prison', 'thank', 'evangelist', 'dave', 'slade', 'love']"
Northwest Territory,1951-12-09,"Fort McKenzie prospector Pop Kellogg, just before the arrival of his newly-orphaned grandson Billy, is killed by McBeau and Dawson, who seek the map showing Pop's secret oil claim. Billy, the now newly-doubled-orphaned grandson, i...",5.3,31.0,Approved,"['male police officer', 'undercover male police officer', 'police', 'cabin on fire', 'falling from height']",0,0,1,0,1,0,0,0,0,"['fort', 'mckenzie', 'prospector', 'pop', 'kellogg', 'arrival', 'newly', 'orphan', 'grandson', 'billy', 'kill', 'mcbeau', 'dawson', 'seek', 'map', 'show', 'pop', 'secret', 'oil', 'claim', 'billy', 'newly', 'double', 'orphan', 'grandson']"
Sherlock Holmes Faces Death,1945-10-01,"During WWII, several murders occur at a convalescent home where Dr. Watson has volunteered his services. He summons Holmes for help and the master detective proceeds to solve the crime from a long list of suspects including the ow...",6.9,4811.0,Passed,"['sherlock holmes character', 'dr. john watson character', 'psychotronic film', 'male police officer', 'poem']",0,1,0,1,0,0,0,0,1,"['wwii', 'several', 'murder', 'occur', 'convalescent', 'home', 'dr', 'watson', 'volunteer', 'service', 'summon', 'holmes', 'help', 'master', 'detective', 'proceed', 'solve', 'crime', 'long', 'list', 'suspect', 'include', 'ow']"
Dracula,1993-02-26,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,7.4,223817.0,M/16,"['dracula', 'vampire', 'female vampire', 'vampire human love', 'based on novel']",0,0,1,0,0,0,0,1,1,"['centuries', 'old', 'vampire', 'count', 'dracula', 'come', 'england', 'seduce', 'barrister', 'jonathan', 'harkers', 'fiancee', 'mina', 'murray', 'inflict', 'havoc', 'foreign', 'land']"
The Curse of Frankenstein,1957-11-11,"While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended.",7.0,11804.0,Approved,"['told in flashback', 'mad scientist', ""frankenstein's monster"", 'reanimation', 'teacher student relationship']",0,0,0,0,0,0,0,1,1,"['await', 'execution', 'murder', 'baron', 'victor', 'frankenstein', 'tell', 'story', 'creature', 'build', 'bring', 'life', 'behave', 'intend']"
To Paris with Love,1956-06-14,"A middle-aged widower takes his son on a trip to Paris, where they try to find wives for each other.",5.5,437.0,Not Rated,"['passion', 'parisian', 'belle', 'shop', 'scottish']",1,0,1,1,0,0,0,0,0,"['middle', 'age', 'widower', 'take', 'son', 'trip', 'paris', 'try', 'wive']"
Dad's Army,2016-02-05,The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.,5.2,8261.0,Not Rated,"['ragtag team', 'end credits roll call', 'british humor', 'british comedy', 'female journalist']",1,0,0,0,1,0,0,0,0,"['walmington', 'sea', 'home', 'guard', 'platoon', 'deal', 'visit', 'female', 'journalist', 'german', 'spy', 'world', 'war', 'ii', 'draw', 'conclusion']"
Les jeunes amants,2022-09-29,"Two lovers meet 15 years after the first encounter, in the corridor of a hospital. She's 71, he's 45. Opposed but mesmerized by each other, they reconnect. Widow, mother, grand-mother, Shauna wants to reaffirm she's a woman after ...",6.4,596.0,M/12,"['title directed by female', 'f rated', 'triple f rated', 'lyon', 'lyon france']",0,0,1,0,0,0,0,0,0,"['lovers', 'meet', 'years', 'first', 'encounter', 'corridor', 'hospital', 'shes', 'hes', 'oppose', 'mesmerize', 'reconnect', 'widow', 'mother', 'grand', 'mother', 'shauna', 'want', 'reaffirm', 'shes', 'woman']"
My Man Godfrey,1937-03-17,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,8.0,24961.0,M/6,"['butler', 'homelessness', 'poverty', 'class differences', 'great depression']",1,0,1,1,0,0,0,0,0,"['scatterbrained', 'socialite', 'hire', 'vagrant', 'family', 'butler', 'theres', 'godfrey', 'meet', 'eye']"
Sunrise at Campobello,1960-09-26,"After a bout with polio, future president Franklin D. Roosevelt fights to save his political career.",6.9,1410.0,Not Rated,"['democratic party', 'presidential election', 'based on play', 'eleanor roosevelt character', 'franklin d. roosevelt character']",0,0,1,0,0,1,0,0,0,"['bout', 'polio', 'future', 'president', 'franklin', 'roosevelt', 'fight', 'save', 'political', 'career']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1974-07-25,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",8.4,497803.0,M/12,"['war room', 'bodily fluids', 'black comedy', 'nuclear attack', 'militarism']",1,0,0,0,1,0,0,0,0,"['insane', 'american', 'general', 'order', 'bomb', 'attack', 'soviet', 'union', 'trigger', 'path', 'nuclear', 'holocaust', 'war', 'room', 'full', 'politicians', 'general', 'frantically', 'try', 'stop']"
Spartacus,1961-09-12,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",7.9,137743.0,M/12,"['gladiator', 'slave rebellion', 'roman republic', 'roman empire', 'slave revolt']",0,0,1,0,1,1,0,0,0,"['slave', 'spartacus', 'survive', 'brutal', 'train', 'gladiator', 'lead', 'violent', 'revolt', 'decadent', 'roman', 'republic', 'ambitious', 'crassus', 'seek', 'gain', 'power', 'crush', 'uprise']"
Frankenstein and the Monster from Hell,1976-01-21,Baron Frankenstein works with a mental patient to reanimate the dead.,6.3,4089.0,R,"['mad scientist', 'mute woman', 'laboratory', 'surgeon', 'sequel']",0,0,0,0,0,0,0,1,1,"['baron', 'frankenstein', 'work', 'mental', 'patient', 'reanimate', 'dead']"
Behind Prison Gates,1940-05-23,"Det. Norman Craig assumes the identity of a dead bank robber (killed in a police shoot out), Red Murray, so he can infiltrate the prison and find three other bank robbers that the police are looking for. Things are going fine unti...",6.5,30.0,Passed,"['solitary confinement', 'prison', 'water pipe', 'undercover agent', 'stool pigeon']",0,1,0,0,1,0,0,0,0,"['det', 'norman', 'craig', 'assume', 'identity', 'dead', 'bank', 'robber', 'kill', 'police', 'shoot', 'red', 'murray', 'infiltrate', 'prison', 'bank', 'robbers', 'police', 'look', 'things', 'go', 'fine', 'unti']"
Gone with the Wind: The Remarkable Rise and Tragic Fall of Lynyrd Skynyrd,2015-10-16,The story of the Southern rock band Lynyrd Skynyrd from their early beginnings to the fatal plane that ended the original incarnation of the group.,7.9,204.0,Not Rated,[' '],0,0,0,0,0,1,0,0,0,"['story', 'southern', 'rock', 'band', 'lynyrd', 'skynyrd', 'early', 'beginnings', 'fatal', 'plane', 'end', 'original', 'incarnation', 'group']"
Wanda,,"Wanda, a lonely housewife, drifts through mining country until she meets a petty thief who takes her in.",7.1,4952.0,M/16,"['child desertion', 'shooting', 'under educated', 'feelings of inadequacy', 'low self esteem']",0,1,1,0,0,0,0,0,0,"['wanda', 'lonely', 'housewife', 'drift', 'mine', 'country', 'meet', 'petty', 'thief', 'take']"
Lady Luck,,"Through their individual trials and turbulence, three strangers are drawn together under one roof. Gabriele is running from a philandering, egotistical, soon-to-be former husband while finding a renewed sense of love in Dr. Perry....",6.6,54.0,,"['alliteration in title', 'bare chested male', 'oral sex', 'blow job', 'male wears underwear']",1,0,1,0,0,0,0,0,0,"['individual', 'trials', 'turbulence', 'strangers', 'draw', 'together', 'roof', 'gabriele', 'run', 'philander', 'egotistical', 'soon', 'former', 'husband', 'renew', 'sense', 'love', 'dr', 'perry']"
The Cisco Kid Returns,1945-02-16,"The Cisco Kid and Pancho stop the marriage of Rosita to Harris by claiming that Cisco is already married to her, and exhibit a borrowed child, Nancy as proof. Cisco carries off the furious Rosita, but finds, when returning Nancy, ...",7.2,42.0,Passed,['b western'],0,0,0,0,1,0,0,0,0,"['cisco', 'kid', 'pancho', 'stop', 'marriage', 'rosita', 'harris', 'claim', 'cisco', 'already', 'marry', 'exhibit', 'borrow', 'child', 'nancy', 'proof', 'cisco', 'carry', 'furious', 'rosita', 'return', 'nancy']"
Vaimoke,1936-04-12,"Esko makes a bet that he will marry the first young woman he encounters. This turns out to be Kirsti, who promptly turns down the proposals. But when she finds about the bet, she agrees to marry him in order to get her revenge.",6.3,172.0,,"['1930s', 'agronomist', '20 year old woman', 'wedding ceremony', 'wedding']",1,0,0,1,0,0,0,0,0,"['esko', 'make', 'bet', 'marry', 'first', 'young', 'woman', 'encounter', 'turn', 'kirsti', 'promptly', 'turn', 'proposals', 'bet', 'agree', 'marry', 'order', 'get', 'revenge']"
All Quiet on the Western Front,1931-04-21,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",8.1,65150.0,M/12,"['1910s', 'anti war', 'shell shock', 'ptsd post traumatic stress disorder', 'depression']",0,0,1,0,1,0,0,0,0,"['german', 'youth', 'eagerly', 'enter', 'world', 'war', 'enthusiasm', 'wan', 'get', 'firsthand', 'view', 'horror']"
Scrooge: A Christmas Carol,2022-12-02,"A supernatural, time-travelling, musical adaptation of Charles Dickens's cult Christmas story.",6.2,6133.0,TV-Y7,"['christmas', 'holiday', 'travel', 'singing', 'cgi animation']",1,0,0,0,1,0,1,0,0,"['supernatural', 'time', 'travel', 'musical', 'adaptation', 'charles', 'dickenss', 'cult', 'christmas', 'story']"
Ocean's Eleven,2002-01-11,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,7.7,587331.0,M/12,"['casino', 'heist', 'criminal mastermind', 'card dealer', 'ulcer']",0,1,0,0,0,0,0,0,1,"['danny', 'ocean', 'accomplices', 'plan', 'rob', 'las', 'vegas', 'casinos', 'simultaneously']"
Penrod and Sam,1931-10-03,"Mischievous schoolboys Penrod and Sam are constantly in trouble at school. They start their own club, the In-Or-In club, of which they are the only members. Two of their schoolmates, Georgie and Rodney, want to get into the club, ...",6.1,148.0,Passed,"['young boy', 'club', 'school', 'rivalry', 'real estate']",1,0,1,0,0,0,0,0,0,"['mischievous', 'schoolboys', 'penrod', 'sam', 'constantly', 'trouble', 'school', 'start', 'club', 'club', 'members', 'schoolmates', 'georgie', 'rodney', 'want', 'get', 'club']"
Oliver Twist,2005-12-01,"An adaptation of the classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",6.8,33469.0,PG-13,"['character name as title', 'oliver twist character', 'artful dodger character', 'fagin character', 'bill sykes character']",0,1,1,0,0,0,0,0,0,"['adaptation', 'classic', 'dickens', 'tale', 'orphan', 'meet', 'pickpocket', 'streets', 'london', 'join', 'household', 'boys', 'train', 'steal', 'master']"
Domenica d'agosto,1953-09-18,"A variety of different people, both adults, children, families, young lovers and youth gangs, spend a Sunday at the beach of Ostia outside Rome.",6.9,576.0,,"['ostia italy', 'wading in a fountain', 'female editor', 'flirting', 'private beach']",1,0,1,0,0,0,0,0,0,"['variety', 'different', 'people', 'adults', 'children', 'families', 'young', 'lovers', 'youth', 'gang', 'spend', 'sunday', 'beach', 'ostia', 'outside', 'rome']"
They Drive by Night,1939-06-12,"A convict, just out of prison, is implicated in a murder and goes on the run, hitching a ride with a truck driver.",7.1,327.0,,"['british noir', 'based on novel', 'truck', 'lorry']",0,1,0,0,0,0,0,0,1,"['convict', 'prison', 'implicate', 'murder', 'go', 'run', 'hitch', 'ride', 'truck', 'driver']"
All Day and a Night,2020-05-01,A young man who committed a homicide deals with the repercussions of his action.,6.0,4031.0,R,['prison'],0,0,1,0,0,0,0,0,0,"['young', 'man', 'commit', 'homicide', 'deal', 'repercussions', 'action']"
And Then There Were None 2017,,8 good looking people stop in the middle of the Mojave desert and people start dying.,6.1,39.0,,['desert'],0,0,0,0,0,0,0,0,1,"['good', 'look', 'people', 'stop', 'middle', 'mojave', 'desert', 'people', 'start', 'die']"
Dumbo,2019-03-28,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",6.3,78512.0,M/6,"['elephant', 'dumbo character', 'remake', 'oversized ear', 'florida']",0,0,0,0,1,0,1,1,0,"['young', 'elephant', 'whose', 'oversized', 'ears', 'enable', 'fly', 'help', 'save', 'struggle', 'circus', 'circus', 'plan', 'new', 'venture', 'dumbo', 'friends', 'discover', 'dark', 'secrets', 'beneath', 'shiny', 'veneer']"
The Duke of Burgundy,2015-02-20,A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.,6.5,13676.0,Not Rated,"['lesbian', 'female stockinged legs', 'entomology', 'lesbianism', 'lesbian relationship']",0,0,1,1,0,0,0,0,0,"['woman', 'study', 'butterfly', 'moths', 'test', 'limit', 'relationship', 'lesbian', 'lover']"
Guillermo del Toro's Pinocchio,2022-12-09,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",7.6,94406.0,M/12,"['magic', 'monkey', 'stop motion animation', 'pinocchio character', 'italy']",0,0,1,0,0,0,1,0,0,"['father', 'wish', 'magically', 'bring', 'wooden', 'boy', 'life', 'italy', 'give', 'chance', 'care', 'child']"
High Sierra,1943-10-28,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",7.5,18121.0,Passed,"['mountain', 'mountain road', 'heist', 'mob boss', 'farmer']",0,0,1,0,1,0,0,0,0,"['release', 'prison', 'notorious', 'thief', 'roy', 'earle', 'hire', 'old', 'boss', 'help', 'group', 'inexperienced', 'criminals', 'plan', 'carry', 'robbery', 'california', 'resort']"
Falling in Love Again,2018-10-25,"Ricky and Tara are a recently divorced couple navigating the challenges of co-parenting their young son while recovering from the wounds of their failed relationship. But after moving on to new partners, they soon find the grass i...",5.7,32.0,Not Rated,[' '],0,0,0,1,0,0,0,0,0,"['ricky', 'tara', 'recently', 'divorce', 'couple', 'navigate', 'challenge', 'co', 'parent', 'young', 'son', 'recover', 'wound', 'fail', 'relationship', 'move', 'new', 'partner', 'soon', 'grass']"
White Heat,1934-06-15,"Plantation owner William Hawkes (David Newell) doesn't approve of the fact that most of the white men on the island have married, or are living with native girls. He doesn't approve of mixed marriages and is equally opposed to acc...",7.1,69.0,Passed,"['pre code film', 'b movie', 'double feature film', 'sugar cane field', 'female director']",0,0,1,1,0,0,0,0,0,"['plantation', 'owner', 'william', 'hawk', 'david', 'newell', 'doesnt', 'approve', 'fact', 'white', 'men', 'island', 'marry', 'live', 'native', 'girls', 'doesnt', 'approve', 'mix', 'marriages', 'equally', 'oppose', 'acc']"
Richard's Things,1980-12-26,"Following her husband's death, a wife discovers and confronts her husband's lover. Their mutual pain, love, envy and jealousy bring them together in an unexpected emotional and physical relationship.",5.6,235.0,R,"['screenplay adapted by author', 'lesbianism', 'lesbian', 'female female kiss', 'female nudity']",0,0,1,0,0,0,0,0,0,"['follow', 'husband', 'death', 'wife', 'discover', 'confront', 'husband', 'lover', 'mutual', 'pain', 'love', 'envy', 'jealousy', 'bring', 'together', 'unexpected', 'emotional', 'physical', 'relationship']"
The Hearse,1980-06-20,"A schoolteacher moves into her deceased aunt's home in a small town, only to find herself plagued by supernatural occurrences and unexplained hostility from the local townspeople connected to her aunt's past.",4.8,2193.0,PG,"['killer car', 'divorcee', 'inheritance', 'mysterious stranger', 'priest']",0,0,1,0,0,0,0,0,1,"['schoolteacher', 'move', 'decease', 'aunts', 'home', 'small', 'town', 'plague', 'supernatural', 'occurrences', 'unexplained', 'hostility', 'local', 'townspeople', 'connect', 'aunts', 'past']"
La boum,1981-08-19,This is the story about a teenage girl's first love experiences.,6.7,9788.0,M/14,"['first love', 'coming of age', 'teenage girl', 'friendship', '13 year old']",1,0,1,1,0,0,0,0,0,"['story', 'teenage', 'girls', 'first', 'love', 'experience']"
Running Scared,1972-04-27,"When an undergraduate commits suicide, his best friend Tom Betancourt is sent down from university because he did nothing to prevent the death, which he felt was a choice his friend had a right to make.",7.2,34.0,,['based on novel'],0,0,1,0,0,0,0,0,0,"['undergraduate', 'commit', 'suicide', 'best', 'friend', 'tom', 'betancourt', 'send', 'university', 'nothing', 'prevent', 'death', 'felt', 'choice', 'friend', 'right', 'make']"
Stripes,1982-01-28,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,6.8,76318.0,M/12,"['u.s. soldier', 'u.s. army', 'misfit', 'incompetence', 'female frontal nudity']",1,0,0,0,1,0,0,0,0,"['friends', 'dissatisfy', 'job', 'decide', 'join', 'army', 'bite', 'fun']"
The Cannonball Run,1982-02-19,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks.",6.2,37800.0,PG,"['racer', 'competition', 'cleavage', 'on the road', 'road trip']",1,0,0,0,1,0,0,0,0,"['wide', 'variety', 'eccentric', 'competitors', 'participate', 'wild', 'illegal', 'cross', 'country', 'road', 'race', 'eccentric', 'entrants', 'anything', 'win', 'road', 'race', 'include', 'low', 'dirty', 'trick']"
Chariots of Fire,1981-11-25,"Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",7.1,63051.0,M/12,"['1920s', 'athlete', 'paris 1924 summer olympics', 'olympic games', 'running']",0,0,1,0,0,1,0,0,0,"['british', 'track', 'athletes', 'determine', 'jew', 'devout', 'christian', 'drive', 'win', 'olympics', 'wrestle', 'issue', 'pride', 'conscience']"
For Your Eyes Only,1981-09-24,"James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.",6.7,104042.0,M/12,"['cortina italy', '007', 'albania', ""blofeld's cat"", 'snow adventure']",0,0,0,0,1,0,0,0,1,"['jam', 'bond', 'assign', 'miss', 'british', 'vessel', 'equip', 'weapons', 'encryption', 'device', 'prevent', 'fall', 'enemy', 'hand']"
Gregory's Two Girls,1999-10-15,"Bill Forsyth returns to the romantic comedy of 'Gregory's Girl.' 20 years after his teenage crush on a football-mad schoolgirl, Gregory is back at his old school, teaching English. When two of his pupils uncover evil practices at ...",5.1,627.0,,"['sex scene', 'dream', 'teacher', 'school', 'united nations']",1,0,0,0,0,0,0,0,0,"['bill', 'forsyth', 'return', 'romantic', 'comedy', 'gregorys', 'girl', 'years', 'teenage', 'crush', 'football', 'mad', 'schoolgirl', 'gregory', 'back', 'old', 'school', 'teach', 'english', 'pupils', 'uncover', 'evil', 'practice']"
Only When I Laugh,1982-05-19,A boozy Broadway actress comes out of a 12-week cure to face the problems of her best friends as well as her needy daughter. She tries to balance the terrors of returning to work with the demands of all around her with humor and i...,6.4,1546.0,R,"['literature on screen', 'american literature on screen', 'humoristic literature on screen', 'american humoristic literature on screen', '20th century literature on screen']",1,0,1,0,0,0,0,0,0,"['boozy', 'broadway', 'actress', 'come', 'week', 'cure', 'face', 'problems', 'best', 'friends', 'well', 'needy', 'daughter', 'try', 'balance', 'terrors', 'return', 'work', 'demand', 'around', 'humor']"
Mephisto,1982-11-23,"In early-1930s Germany, a passionate stage actor finds himself before a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of su...",7.7,11075.0,Unrated,"['nazi', 'faustian', 'actor', 'nazi germany', 'success']",0,0,1,0,0,0,0,0,0,"['early', 'germany', 'passionate', 'stage', 'actor', 'dilemma', 'renounce', 'apolitical', 'stance', 'comply', 'reichs', 'doctrine', 'face', 'oblivion', 'faustian', 'bargain', 'never', 'end', 'well', 'price', 'su']"
The Amateur,,The Amateur: Or Revenge of the Quadricorn is a naturalistic musical drama that explores the chaotic journey of artistic pursuit in contemporary Los Angeles. How much are you willing to lose to live your dream?,7.5,33.0,,['pursuit'],1,0,1,0,0,0,0,0,0,"['amateur', 'revenge', 'quadricorn', 'naturalistic', 'musical', 'drama', 'explore', 'chaotic', 'journey', 'artistic', 'pursuit', 'contemporary', 'los', 'angeles', 'much', 'lose', 'live', 'dream']"
All Night Long,1981-03-06,A middle-aged executive's lifestyle and values are turned upside down after he is demoted to chain-store night manager.,5.5,1911.0,R,"['prologue', 'scene during opening credits', 'warehouse', 'drugstore', 'infidelity']",1,0,1,1,0,0,0,0,0,"['middle', 'age', 'executives', 'lifestyle', 'value', 'turn', 'upside', 'demote', 'chain', 'store', 'night', 'manager']"
American Pop,1983-08-05,The story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music in the 20th century.,7.1,5170.0,M/12,"['kansas', 'journey', 'immigrant', 'jewish', 'prohibition']",0,0,1,0,0,1,1,0,0,"['story', 'generations', 'russian', 'jewish', 'immigrant', 'family', 'musicians', 'whose', 'career', 'parallel', 'history', 'american', 'popular', 'music', 'th', 'century']"
Back Roads,2022-04-21,"In 1993, Harley's dad is shot dead and his mom goes to prison. He has to earn money and look after his 3 kid sisters. No college. Over 2 years, family secrets are slowly revealed. Will a good therapist be enough?",6.4,5177.0,,"['milf', 'deep cleavage', 'cheating wife', 'sexually dissatisfied wife', 'horny woman']",0,1,1,0,0,0,0,0,1,"['harleys', 'dad', 'shoot', 'dead', 'mom', 'go', 'prison', 'earn', 'money', 'look', 'kid', 'sisters', 'college', 'years', 'family', 'secrets', 'slowly', 'reveal', 'good', 'therapist', 'enough']"
La femme de l'aviateur,1984-05-10,"A young student is devastated when he finds that his girlfriend is cheating on him. In order to find out why she did it, he decides to spy on her and her lover.",7.5,4818.0,M/6,"['france', 'aviator', 'stalking', 'schoolgirl', 'post office']",0,0,1,1,0,0,0,0,0,"['young', 'student', 'devastate', 'girlfriend', 'cheat', 'order', 'decide', 'spy', 'lover']"
Amy,2015-07-16,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,7.8,53168.0,M/14,"['drugs', 'montage', 'soul music', 'absent father', 'marijuana']",0,0,0,0,0,1,0,0,0,"['archival', 'footage', 'personal', 'testimonials', 'present', 'intimate', 'portrait', 'life', 'career', 'british', 'singer', 'songwriter', 'amy', 'winehouse']"
No Mercy,1987-04-09,"A Chicago detective, seeking to avenge his partner's death, travels to New Orleans, where he unexpectedly becomes involved in a cat and mouse game of survival.",5.7,7964.0,M/12,"['neo noir', 'car', 'u.s. car', 'oldsmobile', 'oldsmobile motor vehicle']",0,1,1,1,0,0,0,0,0,"['chicago', 'detective', 'seek', 'avenge', 'partner', 'death', 'travel', 'new', 'orleans', 'unexpectedly', 'become', 'involve', 'cat', 'mouse', 'game', 'survival']"
"Bianco, rosso e Verdone",1981-02-20,"On Election Day, three Italians travel to their hometowns to vote.",7.4,3983.0,,"['italy', 'rome italy', 'vote', 'election', 'episodic structure']",1,0,0,0,0,0,0,0,0,"['election', 'day', 'italians', 'travel', 'hometowns', 'vote']"
Blow Out,1982-04-30,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.,7.4,56992.0,M/16,"['political conspiracy', 'damsel in distress', 'psychotronic film', 'hitchcockian', 'roman a clef']",0,1,1,0,0,0,0,0,1,"['movie', 'sound', 'recordist', 'accidentally', 'record', 'evidence', 'prove', 'car', 'accident', 'actually', 'murder', 'consequently', 'danger']"
The Burning,1981-05-08,"A former summer camp caretaker, horribly burned from a prank gone wrong, lurks around an upstate New York summer camp bent on killing the teenagers responsible for his disfigurement.",6.3,20297.0,R,"['summer camp', 'prank', 'slasher', 'psycho killer', 'revenge']",0,0,0,0,0,0,0,0,1,"['former', 'summer', 'camp', 'caretaker', 'horribly', 'burn', 'prank', 'go', 'wrong', 'lurk', 'around', 'upstate', 'new', 'york', 'summer', 'camp', 'bend', 'kill', 'teenagers', 'responsible', 'disfigurement']"
Bustin' Loose,1981-05-22,Failed parolee Joe Braxton has one last shot at redemption: by driving school kids to Philadelphia.,6.0,3534.0,R,"['road movie', 'school', 'teacher', 'bus', 'on the road']",1,0,1,0,0,0,0,0,0,"['fail', 'parolee', 'joe', 'braxton', 'last', 'shoot', 'redemption', 'drive', 'school', 'kid', 'philadelphia']"
Carbon Copy,2016-11-29,"This discovery of severely decomposed corpses leads Ben to an old abandoned Military transport truck. Ben finds an arsenal of weapons, equipment, and in one crate, a mysterious device that Ben discovers has cloned him and in order...",3.8,22.0,,"['human clone', 'clone', 'copy']",0,0,0,0,1,0,0,0,0,"['discovery', 'severely', 'decompose', 'corpses', 'lead', 'ben', 'old', 'abandon', 'military', 'transport', 'truck', 'ben', 'arsenal', 'weapons', 'equipment', 'crate', 'mysterious', 'device', 'ben', 'discover', 'clone', 'order']"
Caveman,2023-01-26,"Ever since he was a kid, unsuccessful car salesman Rob has always wanted to be a comedian, and now he's finally getting a chance to prove himself at the comedy club's Openmic night. He already has the perfect topic for his program...",4.1,160.0,,['heteronormativity'],1,0,0,0,0,0,0,0,0,"['ever', 'since', 'kid', 'unsuccessful', 'car', 'salesman', 'rob', 'always', 'want', 'comedian', 'hes', 'finally', 'get', 'chance', 'prove', 'comedy', 'club', 'openmic', 'night', 'already', 'perfect', 'topic', 'program']"
